UBIGEO,DEPARTAMEN,PROVINCIA,DISTRITO,lat,lon
060504,CAJAMARCA,CONTUMAZA,GUZMANGO,-7.364304083444455,-78.91768930075142
060505,CAJAMARCA,CONTUMAZA,SAN BENITO,-7.502794100459959,-78.96232707820016
060506,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,-7.327662420504514,-78.86339842706043
060507,CAJAMARCA,CONTUMAZA,TANTARICA,-7.275311594741988,-78.94985201595493
060508,CAJAMARCA,CONTUMAZA,YONAN,-7.277621975518214,-79.16913865543088
060601,CAJAMARCA,CUTERVO,CUTERVO,-6.380199119252344,-78.83300089529514
060602,CAJAMARCA,CUTERVO,CALLAYUC,-6.127410967422645,-78.93094684639819
060603,CAJAMARCA,CUTERVO,CHOROS,-5.924621409940789,-78.77344476748134
060604,CAJAMARCA,CUTERVO,CUJILLO,-6.116752098906654,-78.55885657624907
060605,CAJAMARCA,CUTERVO,LA RAMADA,-6.230898652036771,-78.56970053928181
060606,CAJAMARCA,CUTERVO,PIMPINGOS,-6.070897048712105,-78.76829155801835
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,-6.19678620409504,-79.09163720781531
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,-6.224066509005629,-78.74228145951783
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,-6.17421885059103,-78.60009261950447
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,-6.279100597165206,-78.57875656256697
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,-6.106339827396603,-78.8414459472337
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,-6.257949757621612,-78.84272286118559
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,-6.118082148868208,-78.67711091195932
060614,CAJAMARCA,CUTERVO,SOCOTA,-6.28736469892182,-78.69672420929231
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,-5.987988907411417,-78.69242466500964
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,-6.693067750437084,-78.47950011493668
060702,CAJAMARCA,HUALGAYOC,CHUGUR,-6.685519176404833,-78.70768149736867
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,-6.752734673105481,-78.60025413970561
060801,CAJAMARCA,JAEN,JAEN,-5.77018429264044,-78.85255310903668
060802,CAJAMARCA,JAEN,BELLAVISTA,-5.564673979480199,-78.74262612452773
060803,CAJAMARCA,JAEN,CHONTALI,-5.633937331224613,-79.13335354913066
060804,CAJAMARCA,JAEN,COLASAY,-5.901060804668442,-78.97945480843555
060805,CAJAMARCA,JAEN,HUABAL,-5.6049269690532935,-78.90585644867681
060806,CAJAMARCA,JAEN,LAS PIRIAS,-5.636342222751444,-78.84959015962285
060807,CAJAMARCA,JAEN,POMAHUACA,-5.875409992047367,-79.19502564530934
060808,CAJAMARCA,JAEN,PUCARA,-6.03999056092203,-79.12365857912981
060809,CAJAMARCA,JAEN,SALLIQUE,-5.62569047241723,-79.31242938816307
060810,CAJAMARCA,JAEN,SAN FELIPE,-5.786480121404786,-79.31021484033705
060811,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,-5.517367023639719,-79.0550579899719
060812,CAJAMARCA,JAEN,SANTA ROSA,-5.426283189691481,-78.58754137456435
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,-5.140403805249512,-79.00789546522898
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,-5.307552344360462,-78.88245445946617
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,-5.097587619052157,-78.71471179826389
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,-5.389635621202877,-78.97348430946286
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,-5.107283071172589,-79.18098343699029
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,-4.91606552771503,-78.83187167827194
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,-5.324343789063307,-79.21512494312
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,-7.329158470543337,-78.17124840465841
061002,CAJAMARCA,SAN MARCOS,CHANCAY,-7.409438820131636,-78.11730810855393
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,-7.441244956726919,-78.14339918176515
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,-7.222073962130923,-78.16124448419586
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,-7.406082444714761,-78.05979126489848
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,-7.3560169368273725,-78.02097105463257
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,-7.226792160125007,-77.96818356881396
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,-7.0774878172893425,-78.92236454066573
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,-6.975911654675093,-79.16248726177052
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,-6.913737775534371,-78.95311350216284
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,-6.804278024764679,-78.73384568115468
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,-7.038041762897093,-79.00331696889626
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,-6.868879512083927,-79.148833055135
061107,CAJAMARCA,SAN MIGUEL,LLAPA,-6.891372006025806,-78.74870376781925
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,-7.008517733587891,-79.24777479192115
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,-6.9267153943608255,-79.1314315421002
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,-7.117980665480514,-79.160978376896
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,-6.931435223022231,-78.72526987462395
061112,CAJAMARCA,SAN MIGUEL,TONGOD,-6.788166310891929,-78.83354998128317
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,-7.118908344780455,-79.05419734570056
061201,CAJAMARCA,SAN PABLO,SAN PABLO,-7.086012132139234,-78.78578435028683
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,-7.174981143007947,-78.7856570440772
061203,CAJAMARCA,SAN PABLO,SAN LUIS,-7.159047930071896,-78.8730852139965
061204,CAJAMARCA,SAN PABLO,TUMBADEN,-6.98753855799645,-78.67620481122191
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,-6.627556481822493,-78.94191558254045
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,-6.664009139353392,-78.80972236626225
061303,CAJAMARCA,SANTA CRUZ,CATACHE,-6.749359482156406,-79.07690352729999
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,-6.555961316976752,-78.87793826440095
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,-6.6209165712818905,-78.85937917545952
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,-6.69573161230379,-78.76868885795074
061307,CAJAMARCA,SANTA CRUZ,PULAN,-6.746565742453942,-78.92115974528048
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,-6.682860299892174,-78.90846874016287
061309,CAJAMARCA,SANTA CRUZ,SEXI,-6.585585014903158,-79.03635681425112
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,-6.614700546892202,-78.79053796092724
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,-6.6828598722950225,-78.84943993125094
070101,CALLAO,CALLAO,CALLAO,-12.016535052866699,-77.12162923431092
070102,CALLAO,CALLAO,BELLAVISTA,-12.059999710641607,-77.1099461811977
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,-12.04282117241877,-77.09049436282693
070104,CALLAO,CALLAO,LA PERLA,-12.070289154529902,-77.11613772645248
070105,CALLAO,CALLAO,LA PUNTA,-12.07166457673655,-77.1628314523445
070106,CALLAO,CALLAO,VENTANILLA,-11.879154915320306,-77.13087433427798
070107,CALLAO,CALLAO,MI PERU,-11.854338522607028,-77.12055592141303
080101,CUSCO,CUSCO,CUSCO,-13.490303030374957,-71.98139993271243
080102,CUSCO,CUSCO,CCORCA,-13.589565319229695,-72.08710679007041
080103,CUSCO,CUSCO,POROY,-13.503455611469343,-72.03113840950473
080104,CUSCO,CUSCO,SAN JERONIMO,-13.557396009142138,-71.86745590066737
080105,CUSCO,CUSCO,SAN SEBASTIAN,-13.533216819873353,-71.92576225619437
080106,CUSCO,CUSCO,SANTIAGO,-13.573104593485697,-71.97855765519668
080107,CUSCO,CUSCO,SAYLLA,-13.553004106483954,-71.83175615756228
080108,CUSCO,CUSCO,WANCHAQ,-13.53168205546946,-71.95067643617946
080201,CUSCO,ACOMAYO,ACOMAYO,-13.89315131235768,-71.67247754440999
080202,CUSCO,ACOMAYO,ACOPIA,-14.049533093877917,-71.50130836384632
080203,CUSCO,ACOMAYO,ACOS,-13.93929714228001,-71.73024370064928
080204,CUSCO,ACOMAYO,MOSOC LLACTA,-14.10654581951074,-71.48438240976148
080205,CUSCO,ACOMAYO,POMACANCHI,-14.053636500311592,-71.62389835020876
080206,CUSCO,ACOMAYO,RONDOCAN,-13.787630276965238,-71.76540182926747
080207,CUSCO,ACOMAYO,SANGARARA,-13.953936742027658,-71.57076626544203
080301,CUSCO,ANTA,ANTA,-13.487908670286128,-72.15997673980196
080302,CUSCO,ANTA,ANCAHUASI,-13.46162536860375,-72.32222967592453
080303,CUSCO,ANTA,CACHIMAYO,-13.463501093367167,-72.05538732944738
080304,CUSCO,ANTA,CHINCHAYPUJIO,-13.612930769734364,-72.27155199039021
080305,CUSCO,ANTA,HUAROCONDO,-13.36965529966764,-72.27670567903598
080306,CUSCO,ANTA,LIMATAMBO,-13.47510526347298,-72.44552640455206
080307,CUSCO,ANTA,MOLLEPATA,-13.46358138797803,-72.62316100750215
080308,CUSCO,ANTA,PUCYURA,-13.48468221364146,-72.09363199194166
080309,CUSCO,ANTA,ZURITE,-13.465722810682054,-72.24661937029879
080401,CUSCO,CALCA,CALCA,-13.268722215925148,-71.95777707467181
080402,CUSCO,CALCA,COYA,-13.402415677983079,-71.91532732655138
080403,CUSCO,CALCA,LAMAY,-13.322060924453138,-71.88108823993042
080404,CUSCO,CALCA,LARES,-13.086006688153144,-72.02603235869894
080405,CUSCO,CALCA,PISAC,-13.389138584908947,-71.80834591445928
080406,CUSCO,CALCA,SAN SALVADOR,-13.488214645939808,-71.77420287534447
080407,CUSCO,CALCA,TARAY,-13.460219204122819,-71.88382971686704
080408,CUSCO,CALCA,YANATILE,-12.795697135727366,-72.10508604292629
080501,CUSCO,CANAS,YANAOCA,-14.27377937375114,-71.44204383327278
080502,CUSCO,CANAS,CHECCA,-14.491604980539739,-71.47773043940308
080503,CUSCO,CANAS,KUNTURKANKI,-14.552343957118827,-71.29117180368627
080504,CUSCO,CANAS,LANGUI,-14.385340113932411,-71.2974019550171
080505,CUSCO,CANAS,LAYO,-14.528798222841734,-71.0919648098782
080506,CUSCO,CANAS,PAMPAMARCA,-14.141804061836307,-71.4465582305056
080507,CUSCO,CANAS,QUEHUE,-14.365690344673393,-71.48950627234491
080508,CUSCO,CANAS,TUPAC AMARU,-14.151011357620506,-71.5270523506974
080601,CUSCO,CANCHIS,SICUANI,-14.251017004277347,-71.10360902365599
080602,CUSCO,CANCHIS,CHECACUPE,-14.005938945688136,-71.06678688088435
080603,CUSCO,CANCHIS,COMBAPATA,-14.088143303822147,-71.33415376010471
080604,CUSCO,CANCHIS,MARANGANI,-14.373633014322733,-71.09563117771938
080605,CUSCO,CANCHIS,PITUMARCA,-13.888791495724663,-71.15816678147199
080606,CUSCO,CANCHIS,SAN PABLO,-14.15176207041848,-71.08760439804675
080607,CUSCO,CANCHIS,SAN PEDRO,-14.166052710919292,-71.33282295401057
080608,CUSCO,CANCHIS,TINTA,-14.158740977554693,-71.39229801835377
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,-14.650796956337848,-72.20870689265712
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,-14.043833627984952,-71.99348655841237
080703,CUSCO,CHUMBIVILCAS,CHAMACA,-14.333491077283176,-71.88156880376475
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,-14.237721672468957,-72.01463239723323
080705,CUSCO,CHUMBIVILCAS,LIVITACA,-14.381385639314795,-71.67106727303802
080706,CUSCO,CHUMBIVILCAS,LLUSCO,-14.4623482548475,-72.2364913158733
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,-14.377230648983366,-72.20523904002636
080708,CUSCO,CHUMBIVILCAS,VELILLE,-14.541600394502662,-71.87873718982915
080801,CUSCO,ESPINAR,ESPINAR,-14.925337492083026,-71.35288991219583
080802,CUSCO,ESPINAR,CONDOROMA,-15.300784763221532,-71.0740422030558
080803,CUSCO,ESPINAR,COPORAQUE,-14.757195221042695,-71.63537923184445
080804,CUSCO,ESPINAR,OCORURO,-15.087897348517375,-71.13899309816946
080805,CUSCO,ESPINAR,PALLPATA,-14.90735685444976,-71.09111551225213
080806,CUSCO,ESPINAR,PICHIGUA,-14.67934113237164,-71.34375516162441
080807,CUSCO,ESPINAR,SUYCKUTAMBO,-15.001151497636437,-71.65822686898072
080808,CUSCO,ESPINAR,ALTO PICHIGUA,-14.737920478651153,-71.22266368372017
080901,CUSCO,LA CONVENCION,SANTA ANA,-12.876810549370754,-72.74337295314096
080902,CUSCO,LA CONVENCION,ECHARATE,-12.355022179132687,-72.8328028852664
080903,CUSCO,LA CONVENCION,HUAYOPATA,-13.050953220059446,-72.47328559910976
080904,CUSCO,LA CONVENCION,MARANURA,-12.937560885278621,-72.64382184225408
080905,CUSCO,LA CONVENCION,OCOBAMBA,-12.916321270988114,-72.36204428401321
080906,CUSCO,LA CONVENCION,QUELLOUNO,-12.507122035477966,-72.44507020299169
080907,CUSCO,LA CONVENCION,KIMBIRI,-12.551551771269711,-73.66876976742604
080908,CUSCO,LA CONVENCION,SANTA TERESA,-13.244382266511478,-72.73298133529048
080909,CUSCO,LA CONVENCION,VILCABAMBA,-13.048774535807265,-73.05312396117893
080910,CUSCO,LA CONVENCION,PICHARI,-12.393390954354448,-73.78910517232981
080911,CUSCO,LA CONVENCION,INKAWASI,-13.301939897409815,-73.20897794677502
080912,CUSCO,LA CONVENCION,VILLA VIRGEN,-13.054389121382211,-73.33976471894077
080913,CUSCO,LA CONVENCION,VILLA KINTIARINA,-12.909402730733545,-73.47793058560316
080914,CUSCO,LA CONVENCION,MEGANTONI,-11.751133403399166,-72.85891535098894
080915,CUSCO,LA CONVENCION,KUMPIRUSHIATO,-12.577362850976556,-73.36895756446384
080916,CUSCO,LA CONVENCION,CIELO PUNCO,-12.797073818127618,-73.54532704521779
080917,CUSCO,LA CONVENCION,MANITEA,-12.724498229239057,-73.58895261078207
080918,CUSCO,LA CONVENCION,UNION ASHANINKA,-12.326530970540256,-73.84535565371975
081001,CUSCO,PARURO,PARURO,-13.726685882065487,-71.85570179538573
081002,CUSCO,PARURO,ACCHA,-13.98849371718797,-71.86264667103399
081003,CUSCO,PARURO,CCAPI,-13.86068110132043,-72.01942399103596
081004,CUSCO,PARURO,COLCHA,-13.870942013031668,-71.86701002278866
081005,CUSCO,PARURO,HUANOQUITE,-13.698809380582434,-72.07921289495117
081006,CUSCO,PARURO,OMACHA,-14.139709931023003,-71.78634054377639
081007,CUSCO,PARURO,PACCARITAMBO,-13.768671018749306,-71.93712977417408
081008,CUSCO,PARURO,PILLPINTO,-13.974825857767385,-71.76914408412158
081009,CUSCO,PARURO,YAURISQUE,-13.650917645783208,-71.91259039245608
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,-13.301373187972386,-71.46406073167306
081102,CUSCO,PAUCARTAMBO,CAICAY,-13.564306644905685,-71.67644853330123
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,-13.139281814785887,-71.76931072877456
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,-13.403034643388168,-71.65422692907825
081105,CUSCO,PAUCARTAMBO,HUANCARANI,-13.510998681070923,-71.63114277376069
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,-13.045054637060778,-71.46351662270146
081201,CUSCO,QUISPICANCHI,URCOS,-13.68787424066996,-71.59913888508511
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,-13.665769250491827,-71.70032399103447
081203,CUSCO,QUISPICANCHI,CAMANTI,-13.34230892387068,-70.7489180716775
081204,CUSCO,QUISPICANCHI,CCARHUAYO,-13.536981030116353,-71.34399388552633
081205,CUSCO,QUISPICANCHI,CCATCA,-13.600378124403731,-71.50576303854659
081206,CUSCO,QUISPICANCHI,CUSIPATA,-13.885974761100798,-71.43791715018622
081207,CUSCO,QUISPICANCHI,HUARO,-13.75531948179365,-71.67240003277433
081208,CUSCO,QUISPICANCHI,LUCRE,-13.644984729284545,-71.76782780474257
081209,CUSCO,QUISPICANCHI,MARCAPATA,-13.639799265167602,-70.9126788077992
081210,CUSCO,QUISPICANCHI,OCONGATE,-13.687674851387673,-71.268961322131
081211,CUSCO,QUISPICANCHI,OROPESA,-13.57409035130954,-71.78865119668572
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,-13.80561247404686,-71.53316918480067
081301,CUSCO,URUBAMBA,URUBAMBA,-13.24494358671371,-72.13126760421957
081302,CUSCO,URUBAMBA,CHINCHERO,-13.409383112485083,-72.03877793924448
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,-13.341892496816822,-72.04980998859185
081304,CUSCO,URUBAMBA,MACHUPICCHU,-13.201471386733168,-72.50015892215495
081305,CUSCO,URUBAMBA,MARAS,-13.337002549880166,-72.16218549470398
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,-13.236472715862199,-72.31641850555182
081307,CUSCO,URUBAMBA,YUCAY,-13.29424016928429,-72.07322702107822
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,-12.86284854164226,-75.00864150455932
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,-12.704092187835604,-75.37127330751201
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,-12.599576511505049,-74.82352811932017
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,-12.517957165065585,-75.03981779504063
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,-12.459903028425614,-75.05580176673377
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,-13.045893057540331,-74.95700507091651
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,-12.401472690431332,-75.18296613037208
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,-12.49634490546386,-75.01355517618065
090109,HUANCAVELICA,HUANCAVELICA,LARIA,-12.553246031811582,-75.08024883148568
090110,HUANCAVELICA,HUANCAVELICA,MANTA,-12.60876517841434,-75.16049931122409
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,-12.547920796434308,-74.93530604030056
090112,HUANCAVELICA,HUANCAVELICA,MOYA,-12.463779167721693,-75.1317699925746
090113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,-12.707747351073621,-75.13924325757142
090114,HUANCAVELICA,HUANCAVELICA,PALCA,-12.669581412228546,-74.97913714594253
090115,HUANCAVELICA,HUANCAVELICA,PILCHACA,-12.413614093322805,-75.08899150526963
090116,HUANCAVELICA,HUANCAVELICA,VILCA,-12.533027419618014,-75.26887898212846
090117,HUANCAVELICA,HUANCAVELICA,YAULI,-12.817178769079277,-74.82901575835183
090118,HUANCAVELICA,HUANCAVELICA,ASCENSION,-12.82843405833788,-75.18661801153156
090119,HUANCAVELICA,HUANCAVELICA,HUANDO,-12.627285751750575,-75.01360894816538
090201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,-12.823313497873677,-74.5663956911721
090202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,-12.661187805339118,-74.65492770251139
090203,HUANCAVELICA,ACOBAMBA,ANTA,-12.817851556263285,-74.6640036827241
090204,HUANCAVELICA,ACOBAMBA,CAJA,-12.87287923293062,-74.47342049248375
090205,HUANCAVELICA,ACOBAMBA,MARCAS,-12.874425876294083,-74.39778360036958
090206,HUANCAVELICA,ACOBAMBA,PAUCARA,-12.723061803433467,-74.72738846934078
090207,HUANCAVELICA,ACOBAMBA,POMACOCHA,-12.861571456019513,-74.52001522688349
090208,HUANCAVELICA,ACOBAMBA,ROSARIO,-12.74276740052151,-74.60062494282946
090301,HUANCAVELICA,ANGARAES,LIRCAY,-13.1037323335912,-74.73754655222366
090302,HUANCAVELICA,ANGARAES,ANCHONGA,-12.887324027726335,-74.7060385922728
090303,HUANCAVELICA,ANGARAES,CALLANMARCA,-12.878573143884445,-74.62454093625699
090304,HUANCAVELICA,ANGARAES,CCOCHACCASA,-12.935057364999802,-74.80518400488134
090305,HUANCAVELICA,ANGARAES,CHINCHO,-12.984767868651197,-74.343190448142
090306,HUANCAVELICA,ANGARAES,CONGALLA,-12.981803675677854,-74.54047624879604
090307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,-12.964799763108754,-74.62646493220652
090308,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,-12.923569992208524,-74.67108389687502
090309,HUANCAVELICA,ANGARAES,JULCAMARCA,-13.01251729901552,-74.43095384793386
090310,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,-13.065521238285191,-74.43066779566024
090311,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,-13.143553988000217,-74.47099157453864
090312,HUANCAVELICA,ANGARAES,SECCLLA,-13.08084028959408,-74.54151666246618
090401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,-13.153666342401605,-75.29138023435837
090402,HUANCAVELICA,CASTROVIRREYNA,ARMA,-13.110484772596806,-75.51114857599525
090403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,-12.956671821240416,-75.44279533784189
090404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,-13.342447977740019,-75.61105444114155
090405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,-12.89403052712645,-75.52965573239473
090406,HUANCAVELICA,CASTROVIRREYNA,COCAS,-13.274170564033588,-75.3630878905253
090407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,-13.214711391246889,-75.48340448704006
090408,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,-13.111834786917914,-75.68364941455862
090409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,-13.291887537921825,-75.43199343168654
090410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,-13.272138833635294,-75.68850248895718
090411,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,-13.088163173741046,-75.13118048834559
090412,HUANCAVELICA,CASTROVIRREYNA,TANTARA,-13.126559492895698,-75.62136142142987
090413,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,-13.418064363762397,-75.40974360897533
090501,HUANCAVELICA,CHURCAMPA,CHURCAMPA,-12.710497942432792,-74.38487676483517
090502,HUANCAVELICA,CHURCAMPA,ANCO,-12.6435331618367,-74.56305347062681
090503,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,-12.45226179616514,-74.56994699922751
090504,HUANCAVELICA,CHURCAMPA,EL CARMEN,-12.711429881364294,-74.49740785847054
090505,HUANCAVELICA,CHURCAMPA,LA MERCED,-12.794900745318547,-74.3297789431614
090506,HUANCAVELICA,CHURCAMPA,LOCROJA,-12.717356199299791,-74.4547184300657
090507,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,-12.569145261546332,-74.52619390917688
090508,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,-12.787891446885473,-74.41000385017114
090509,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,-12.607344021150167,-74.40023477153683
090510,HUANCAVELICA,CHURCAMPA,PACHAMARCA,-12.505340553964052,-74.4604841210857
090511,HUANCAVELICA,CHURCAMPA,COSME,-12.57051163933496,-74.64524137251107
090601,HUANCAVELICA,HUAYTARA,HUAYTARA,-13.65354427947773,-75.3927504041996
090602,HUANCAVELICA,HUAYTARA,AYAVI,-13.71458606357027,-75.36826048171285
090603,HUANCAVELICA,HUAYTARA,CORDOVA,-14.011559201510835,-75.15197388088617
090604,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,-13.554880137131821,-75.31174685077663
090605,HUANCAVELICA,HUAYTARA,LARAMARCA,-13.90601151291508,-75.05727381015804
090606,HUANCAVELICA,HUAYTARA,OCOYO,-14.0232933756781,-75.03480770613464
090607,HUANCAVELICA,HUAYTARA,PILPICHACA,-13.409545408796168,-74.9462020624378
090608,HUANCAVELICA,HUAYTARA,QUERCO,-13.882865539004923,-74.88272399234673
090609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,-13.538639008527603,-75.40601348261394
090610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,-13.46541841303364,-75.23768219416631
090611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,-13.726528073896162,-75.1673206191262
090612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,-13.973559122167234,-75.23443481921072
090613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,-13.828183413992491,-75.22944368984105
090614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,-14.055397046729057,-74.89227611956996
090615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,-13.67122972048662,-75.18381255093408
090616,HUANCAVELICA,HUAYTARA,TAMBO,-13.589716322084216,-75.17626182112578
090701,HUANCAVELICA,TAYACAJA,PAMPAS,-12.451365372211692,-74.85168997569936
090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,-12.41268217991155,-75.01176003653295
090703,HUANCAVELICA,TAYACAJA,ACRAQUIA,-12.396380543805668,-74.9392688319136
090704,HUANCAVELICA,TAYACAJA,AHUAYCHA,-12.44415521724781,-74.90615888255344
090705,HUANCAVELICA,TAYACAJA,COLCABAMBA,-12.385130507228084,-74.70046254679937
090706,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,-12.345338952629799,-74.83365728069289
090707,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,-12.057718975145507,-74.52816481247204
090709,HUANCAVELICA,TAYACAJA,HUARIBAMBA,-12.262100855104196,-74.90889425603415
090710,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,-12.329186834764975,-75.09110537148172
090711,HUANCAVELICA,TAYACAJA,PAZOS,-12.221569274358474,-75.02625275283134
090713,HUANCAVELICA,TAYACAJA,QUISHUAR,-12.249780520416005,-74.76720263476759
090714,HUANCAVELICA,TAYACAJA,SALCABAMBA,-12.194906631162803,-74.78322003872596
090715,HUANCAVELICA,TAYACAJA,SALCAHUASI,-12.106507156394311,-74.75144065592444
090716,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,-12.079239820751203,-74.9488761402403
090717,HUANCAVELICA,TAYACAJA,SURCUBAMBA,-12.164047222199073,-74.65131491887088
090718,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,-12.161017174242453,-74.48993464235494
090719,HUANCAVELICA,TAYACAJA,QUICHUAS,-12.467826316559067,-74.72739328266222
090720,HUANCAVELICA,TAYACAJA,ANDAYMARCA,-12.298542114083823,-74.63273739607071
090721,HUANCAVELICA,TAYACAJA,ROBLE,-12.235947928709072,-74.45778372037309
090722,HUANCAVELICA,TAYACAJA,PICHOS,-12.181583204199491,-74.9332818955687
090723,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,-12.317570982487815,-74.8869536728174
090724,HUANCAVELICA,TAYACAJA,LAMBRAS,-12.058960591344764,-74.64076094298007
090725,HUANCAVELICA,TAYACAJA,COCHABAMBA,-12.214730079096942,-74.53674354281297
